소방서명,신고시간,출동시간
남부,2022-01-28 07:49,2022-01-28 07:52
동부,2022-01-28 09:43,2022-01-28 09:46
동부,2022-01-28 18:53,2022-01-28 18:59
남부,2022-01-28 07:08,2022-01-28 07:12
중부,2022-01-29 03:38,2022-01-29 03:39
남부,2022-01-29 03:15,2022-01-29 03:16
중부,2022-01-29 04:16,2022-01-29 04:18
동부,2022-01-29 04:17,2022-01-29 04:20
중부,2022-01-29 10:39,2022-01-29 10:43
중부,2022-01-29 06:10,2022-01-29 06:13
중부,2022-01-29 05:53,2022-01-29 05:54
서부,2022-01-29 15:50,2022-01-29 15:54
남부,2022-01-29 12:26,2022-01-29 12:31
북부,2022-01-29 12:29,2022-01-29 12:33
동부,2022-01-29 08:26,2022-01-29 08:28
서부,2022-01-29 00:03,2022-01-29 00:04
남부,2022-01-29 09:46,2022-01-29 09:50
서부,2022-01-29 13:56,2022-01-29 14:02
중부,2022-01-29 23:22,2022-01-29 23:30
중부,2022-01-29 01:20,2022-01-29 01:21
중부,2022-01-29 19:52,2022-01-29 19:58
중부,2022-01-29 10:09,2022-01-29 10:12
남부,2022-01-29 20:08,2022-01-29 20:15
중부,2022-01-29 18:01,2022-01-29 18:07
서부,2022-01-29 08:25,2022-01-29 08:30
남부,2022-01-29 07:30,2022-01-29 07:33
중부,2022-01-29 02:06,2022-01-29 02:07
남부,2022-01-29 10:52,2022-01-29 10:56
중부,2022-01-29 06:41,2022-01-29 06:45
중부,2022-01-29 03:46,2022-01-29 03:48
남부,2022-01-29 16:01,2022-01-29 16:06
남부,2022-01-29 04:03,2022-01-29 04:05
동부,2022-01-29 12:03,2022-01-29 12:08
중부,2022-01-29 02:07,2022-01-29 02:08
북부,2022-01-29 23:21,2022-01-29 23:27
동부,2022-01-29 16:54,2022-01-29 16:57
중부,2022-01-29 05:09,2022-01-29 05:10
서부,2022-01-29 00:48,2022-01-29 00:50
북부,2022-01-29 14:54,2022-01-29 14:58
남부,2022-01-29 22:05,2022-01-29 22:13
북부,2022-01-29 14:33,2022-01-29 14:37
남부,2022-01-29 10:09,2022-01-29 10:13
남부,2022-01-29 01:34,2022-01-29 01:37
서부,2022-01-29 23:24,2022-01-29 23:32
서부,2022-01-29 08:23,2022-01-29 08:26
북부,2022-01-29 12:35,2022-01-29 12:39
중부,2022-01-29 20:38,2022-01-29 20:43
동부,2022-01-29 06:57,2022-01-29 07:00
동부,2022-01-29 12:06,2022-01-29 12:10
중부,2022-01-29 06:46,2022-01-29 06:50
남부,2022-01-29 12:56,2022-01-29 13:01
북부,2022-01-29 04:05,2022-01-29 04:07
중부,2022-01-29 09:25,2022-01-29 09:28
중부,2022-01-29 15:46,2022-01-29 15:52
중부,2022-01-29 16:01,2022-01-29 16:06
중부,2022-01-29 09:44,2022-01-29 09:50
중부,2022-01-29 07:17,2022-01-29 07:21
북부,2022-01-29 08:52,2022-01-29 08:54
남부,2022-01-29 05:23,2022-01-29 05:24
남부,2022-01-29 19:02,2022-01-29 19:09
서부,2022-01-29 19:36,2022-01-29 19:44
북부,2022-01-29 05:56,2022-01-29 05:58
남부,2022-01-29 05:02,2022-01-29 05:03
남부,2022-01-29 18:32,2022-01-29 18:39
서부,2022-01-30 23:21,2022-01-30 23:29
남부,2022-01-30 21:09,2022-01-30 21:17
동부,2022-01-30 05:56,2022-01-30 05:57
중부,2022-01-30 15:27,2022-01-30 15:31
남부,2022-01-30 21:52,2022-01-30 22:00
북부,2022-01-30 19:15,2022-01-30 19:23
남부,2022-01-30 10:59,2022-01-30 11:03
동부,2022-01-30 07:03,2022-01-30 07:06
서부,2022-01-30 20:22,2022-01-30 20:30
중부,2022-01-30 16:40,2022-01-30 16:44
동부,2022-01-30 07:29,2022-01-30 07:31
남부,2022-01-30 08:17,2022-01-30 08:20
북부,2022-01-30 02:45,2022-01-30 02:46
북부,2022-01-30 07:30,2022-01-30 07:35
북부,2022-01-30 19:42,2022-01-30 19:49
서부,2022-01-30 11:34,2022-01-30 11:37
중부,2022-01-30 10:57,2022-01-30 11:00
동부,2022-01-30 17:40,2022-01-30 17:47
서부,2022-01-30 06:55,2022-01-30 06:58
중부,2022-01-30 13:32,2022-01-30 13:37
남부,2022-01-30 03:19,2022-01-30 03:20
북부,2022-01-30 08:21,2022-01-30 08:23
남부,2022-01-30 15:46,2022-01-30 15:51
서부,2022-01-30 13:17,2022-01-30 13:20
북부,2022-01-30 23:10,2022-01-30 23:17
남부,2022-01-30 21:19,2022-01-30 21:26
남부,2022-01-30 13:04,2022-01-30 13:08
중부,2022-01-30 18:11,2022-01-30 18:19
북부,2022-01-30 14:48,2022-01-30 14:53
북부,2022-01-30 15:13,2022-01-30 15:18
북부,2022-01-30 19:46,2022-01-30 19:53
서부,2022-01-30 17:46,2022-01-30 17:51
남부,2022-01-30 20:57,2022-01-30 21:04
서부,2022-01-30 18:36,2022-01-30 18:45
서부,2022-01-30 01:55,2022-01-30 01:56
북부,2022-01-30 09:00,2022-01-30 09:01
서부,2022-01-30 19:08,2022-01-30 19:17
북부,2022-01-30 01:55,2022-01-30 01:57
동부,2022-01-30 02:55,2022-01-30 02:57
남부,2022-01-30 06:14,2022-01-30 06:18
중부,2022-01-30 13:55,2022-01-30 13:58
동부,2022-01-30 08:42,2022-01-30 08:47
남부,2022-01-30 07:02,2022-01-30 07:08
서부,2022-01-30 14:45,2022-01-30 14:49
서부,2022-01-30 23:52,2022-01-30 23:59
서부,2022-01-30 20:34,2022-01-30 20:43
서부,2022-01-30 05:37,2022-01-30 05:40
북부,2022-01-30 03:46,2022-01-30 03:47
남부,2022-01-30 10:03,2022-01-30 10:06
중부,2022-01-30 12:41,2022-01-30 12:45
동부,2022-01-30 20:02,2022-01-30 20:09
동부,2022-01-30 13:06,2022-01-30 13:10
서부,2022-01-30 18:02,2022-01-30 18:11
남부,2022-01-30 13:42,2022-01-30 13:45
남부,2022-01-30 02:31,2022-01-30 02:34
남부,2022-01-30 21:21,2022-01-30 21:30
북부,2022-01-30 19:06,2022-01-30 19:12
북부,2022-01-30 22:48,2022-01-30 22:55
동부,2022-01-30 14:46,2022-01-30 14:51
동부,2022-01-30 06:37,2022-01-30 06:39
동부,2022-01-31 02:22,2022-01-31 02:25
남부,2022-01-31 13:43,2022-01-31 13:47
동부,2022-01-31 21:34,2022-01-31 21:41
북부,2022-01-31 09:42,2022-01-31 09:46
남부,2022-01-31 03:38,2022-01-31 03:40
동부,2022-01-31 14:54,2022-01-31 14:58
북부,2022-01-31 19:26,2022-01-31 19:34
서부,2022-01-31 06:04,2022-01-31 06:09
서부,2022-01-31 08:23,2022-01-31 08:26
서부,2022-01-31 06:32,2022-01-31 06:36
동부,2022-01-31 12:41,2022-01-31 12:45
서부,2022-01-31 07:10,2022-01-31 07:14
서부,2022-01-31 04:23,2022-01-31 04:24
북부,2022-01-31 12:44,2022-01-31 12:49
남부,2022-01-31 05:32,2022-01-31 05:35
북부,2022-01-31 23:42,2022-01-31 23:50
중부,2022-01-31 21:42,2022-01-31 21:50
동부,2022-01-31 04:19,2022-01-31 04:20
중부,2022-01-31 17:15,2022-01-31 17:19
북부,2022-01-31 22:57,2022-01-31 23:02
남부,2022-01-31 15:09,2022-01-31 15:14
남부,2022-01-31 01:49,2022-01-31 01:52
남부,2022-01-31 12:01,2022-01-31 12:08
중부,2022-01-31 22:25,2022-01-31 22:34
남부,2022-01-31 09:15,2022-01-31 09:22
서부,2022-01-31 09:16,2022-01-31 09:19
중부,2022-01-31 12:50,2022-01-31 12:53
남부,2022-01-31 05:32,2022-01-31 05:34
중부,2022-01-31 18:58,2022-01-31 19:04
서부,2022-01-31 03:31,2022-01-31 03:33
북부,2022-01-31 07:46,2022-01-31 07:48
동부,2022-01-31 02:09,2022-01-31 02:11
중부,2022-01-31 04:23,2022-01-31 04:24
서부,2022-01-31 10:41,2022-01-31 10:45
중부,2022-01-31 19:16,2022-01-31 19:25
서부,2022-01-31 04:46,2022-01-31 04:48
중부,2022-01-31 00:46,2022-01-31 00:47
남부,2022-01-31 08:44,2022-01-31 08:48
동부,2022-01-31 08:02,2022-01-31 08:05
서부,2022-01-31 22:52,2022-01-31 23:01
동부,2022-01-31 05:08,2022-01-31 05:09
서부,2022-01-31 01:06,2022-01-31 01:09
동부,2022-01-31 02:36,2022-01-31 02:39
북부,2022-01-31 07:06,2022-01-31 07:10
남부,2022-01-31 10:24,2022-01-31 10:28
동부,2022-01-31 08:48,2022-01-31 08:52
북부,2022-01-31 11:16,2022-01-31 11:20
남부,2022-01-31 17:22,2022-01-31 17:25
서부,2022-01-31 04:53,2022-01-31 04:54
중부,2022-01-31 22:06,2022-01-31 22:12
서부,2022-01-31 07:32,2022-01-31 07:36
중부,2022-01-31 16:16,2022-01-31 16:20
남부,2022-01-31 13:44,2022-01-31 13:49
서부,2022-01-31 05:56,2022-01-31 05:57
동부,2022-01-31 22:21,2022-01-31 22:26
동부,2022-01-31 11:13,2022-01-31 11:16
서부,2022-01-31 13:11,2022-01-31 13:15
서부,2022-01-31 03:55,2022-01-31 03:56
동부,2022-01-31 06:55,2022-01-31 06:57
중부,2022-01-31 00:42,2022-01-31 00:44
